run_accession,study_accession,experiment_accession,experiment_title,experiment_desc,organism_taxid,organism_name,library_strategy,library_source,library_selection,library_layout,sample_accession,sample_title,instrument,total_spots,total_size,run_total_spots,run_total_bases,run_alias,sra_url_alt,sra_url,experiment_alias,Alias,ENA checklist,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,SRA accession,Sample Name,Title,collection date,environment (biome),environment (feature),environment (material),geographic location (country and/or sea),geographic location (latitude),geographic location (longitude),human gut environmental package,investigation type,project name,sequencing method,ena_fastq_http,ena_fastq_http_1,ena_fastq_http_2,ena_fastq_ftp,ena_fastq_ftp_1,ena_fastq_ftp_2
ERR1995279,ERP022986,ERX2055148,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726342,,Illumina HiSeq 2000,915053,79698139,915053,74457091,ena-RUN-BGI-01-06-2017-09:26:47:676-9,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995279/ERAS11_Dag8_wHAXPI002186-106.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995279/ERR1995279.1,,ERAS11_Dag8,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726342,ERS1726342,ERAS11_Dag8,2012-08-28,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995279/ERR1995279.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/009/ERR1995279/ERR1995279.fastq.gz,
ERR1995278,ERP022986,ERX2055147,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726341,,Illumina HiSeq 2000,542249,46586013,542249,49616735,ena-RUN-BGI-01-06-2017-09:26:47:676-8,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995278/ERAS11_Dag4opt_wHAXPI002210-105.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995278/ERR1995278.1,,ERAS11_Dag4opt,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726341,ERS1726341,ERAS11_Dag4opt,2012-08-24,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995278/ERR1995278.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/008/ERR1995278/ERR1995278.fastq.gz,
ERR1995277,ERP022986,ERX2055146,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726340,,Illumina HiSeq 2000,847653,73857010,847653,70568773,ena-RUN-BGI-01-06-2017-09:26:47:676-7,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995277/ERAS11_Dag42_wHAXPI002211-108.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995277/ERR1995277.1,,ERAS11_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726340,ERS1726340,ERAS11_Dag42,2012-09-28,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995277/ERR1995277.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/007/ERR1995277/ERR1995277.fastq.gz,
ERR1995276,ERP022986,ERX2055145,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726339,,Illumina HiSeq 2000,1252536,109134686,1252536,103637642,ena-RUN-BGI-01-06-2017-09:26:47:676-6,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995276/ERAS11_Dag180_wHAXPI002212-109.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995276/ERR1995276.1,,ERAS11_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726339,ERS1726339,ERAS11_Dag180,2013-02-22,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995276/ERR1995276.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/006/ERR1995276/ERR1995276.fastq.gz,
ERR1995275,ERP022986,ERX2055144,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726338,,Illumina HiSeq 2000,1119496,96825045,1119496,91596484,ena-RUN-BGI-01-06-2017-09:26:47:676-5,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995275/ERAS11_Dag0_wHAXPI002209-104.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995275/ERR1995275.1,,ERAS11_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726338,ERS1726338,ERAS11_Dag0,2012-08-20,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995275/ERR1995275.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/005/ERR1995275/ERR1995275.fastq.gz,
ERR1995274,ERP022986,ERX2055143,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726337,,Illumina HiSeq 2000,840094,72423394,840094,69180552,ena-RUN-BGI-01-06-2017-09:26:47:676-4,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995274/ERAS10_Dag8_wHAXPI002185-101.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995274/ERR1995274.1,,ERAS10_Dag8,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726337,ERS1726337,ERAS10_Dag8,2012-08-21,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995274/ERR1995274.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/004/ERR1995274/ERR1995274.fastq.gz,
ERR1995273,ERP022986,ERX2055142,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726336,,Illumina HiSeq 2000,795148,69247067,795148,68234088,ena-RUN-BGI-01-06-2017-09:26:47:676-3,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995273/ERAS10_Dag42_wHAXPI002207-102.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995273/ERR1995273.1,,ERAS10_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726336,ERS1726336,ERAS10_Dag42,2012-09-24,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995273/ERR1995273.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/003/ERR1995273/ERR1995273.fastq.gz,
ERR1995272,ERP022986,ERX2055141,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726335,,Illumina HiSeq 2000,1609085,140099637,1609085,136876493,ena-RUN-BGI-01-06-2017-09:26:47:676-2,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995272/ERAS10_Dag180_wHAXPI002208-103.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995272/ERR1995272.1,,ERAS10_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726335,ERS1726335,ERAS10_Dag180,2013-02-20,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995272/ERR1995272.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/002/ERR1995272/ERR1995272.fastq.gz,
ERR1995271,ERP022986,ERX2055140,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726334,,Illumina HiSeq 2000,614494,53448475,614494,51674418,ena-RUN-BGI-01-06-2017-09:26:47:675-1,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995271/ERAS10_Dag0_wHAXPI002184-13.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995271/ERR1995271.1,,ERAS10_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:22Z,public,ERS1726334,ERS1726334,ERAS10_Dag0,2012-08-13,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995271/ERR1995271.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/001/ERR1995271/ERR1995271.fastq.gz,
ERR1995267,ERP022986,ERX2055136,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726333,,Illumina HiSeq 2000,39231232,5861136259,39231232,7307093822,ena-RUN-BGI-01-06-2017-09:23:40:411-57,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995267/ERAS9_Dag8_wHAXPI002182-96.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995267/ERR1995267.1,,ERAS9_Dag8,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:22Z,public,ERS1726333,ERS1726333,ERAS9_Dag8,2012-06-30,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995267/ERR1995267_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995267/ERR1995267_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/007/ERR1995267/ERR1995267_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/007/ERR1995267/ERR1995267_2.fastq.gz
ERR1995266,ERP022986,ERX2055135,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726331,,Illumina HiSeq 2000,34901674,5276390327,34901674,6499819658,ena-RUN-BGI-01-06-2017-09:23:40:411-56,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995266/ERAS9_Dag4_wHAXPI002205-95.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995266/ERR1995266.1,,ERAS9_Dag4,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:22Z,public,ERS1726331,ERS1726331,ERAS9_Dag4,2012-06-26,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995266/ERR1995266_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995266/ERR1995266_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/006/ERR1995266/ERR1995266_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/006/ERR1995266/ERR1995266_2.fastq.gz
ERR1995265,ERP022986,ERX2055134,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726332,,Illumina HiSeq 2000,32283193,4831397257,32283193,5947008384,ena-RUN-BGI-01-06-2017-09:23:40:411-55,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995265/ERAS9_Dag42_wHAXPI002206-97.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995265/ERR1995265.1,,ERAS9_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:22Z,public,ERS1726332,ERS1726332,ERAS9_Dag42,2012-08-03,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995265/ERR1995265_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995265/ERR1995265_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/005/ERR1995265/ERR1995265_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/005/ERR1995265/ERR1995265_2.fastq.gz
ERR1995264,ERP022986,ERX2055133,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726330,,Illumina HiSeq 2000,39131179,5891740121,39131179,7245021150,ena-RUN-BGI-01-06-2017-09:23:40:411-54,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995264/ERAS9_Dag180_wHAXPI002183-98.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995264/ERR1995264.1,,ERAS9_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726330,ERS1726330,ERAS9_Dag180,2012-12-20,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995264/ERR1995264_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995264/ERR1995264_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/004/ERR1995264/ERR1995264_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/004/ERR1995264/ERR1995264_2.fastq.gz
ERR1995263,ERP022986,ERX2055132,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726329,,Illumina HiSeq 2000,30628598,4647891079,30628598,5675206953,ena-RUN-BGI-01-06-2017-09:23:40:411-53,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995263/ERAS9_Dag0_wHAXPI002174-94.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995263/ERR1995263.1,,ERAS9_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726329,ERS1726329,ERAS9_Dag0,2012-06-22,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995263/ERR1995263_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995263/ERR1995263_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/003/ERR1995263/ERR1995263_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/003/ERR1995263/ERR1995263_2.fastq.gz
ERR1995262,ERP022986,ERX2055131,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726328,,Illumina HiSeq 2000,46837929,6938660410,46837929,8778891751,ena-RUN-BGI-01-06-2017-09:23:40:411-52,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995262/ERAS8_Dag8_wHAXPI002171-90.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995262/ERR1995262.1,,ERAS8_Dag8,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726328,ERS1726328,ERAS8_Dag8,2012-06-29,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995262/ERR1995262_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995262/ERR1995262_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/002/ERR1995262/ERR1995262_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/002/ERR1995262/ERR1995262_2.fastq.gz
ERR1995261,ERP022986,ERX2055130,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726327,,Illumina HiSeq 2000,38736395,5680350436,38736395,7227498221,ena-RUN-BGI-01-06-2017-09:23:40:411-51,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995261/ERAS8_Dag42_wHAXPI002172-92.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995261/ERR1995261.1,,ERAS8_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726327,ERS1726327,ERAS8_Dag42,2012-08-02,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995261/ERR1995261_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995261/ERR1995261_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/001/ERR1995261/ERR1995261_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/001/ERR1995261/ERR1995261_2.fastq.gz
ERR1995260,ERP022986,ERX2055129,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726326,,Illumina HiSeq 2000,39037623,5837351717,39037623,7325294503,ena-RUN-BGI-01-06-2017-09:23:40:411-50,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995260/ERAS8_Dag180_wHAXPI002173-93.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995260/ERR1995260.1,,ERAS8_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726326,ERS1726326,ERAS8_Dag180,2012-12-20,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995260/ERR1995260_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995260/ERR1995260_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/000/ERR1995260/ERR1995260_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/000/ERR1995260/ERR1995260_2.fastq.gz
ERR1995259,ERP022986,ERX2055128,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726325,,Illumina HiSeq 2000,42012489,6343881286,42012489,8166280462,ena-RUN-BGI-01-06-2017-09:23:40:411-49,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995259/ERAS8_Dag0_wHAXPI002170-88.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995259/ERR1995259.1,,ERAS8_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726325,ERS1726325,ERAS8_Dag0,2012-06-21,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995259/ERR1995259_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995259/ERR1995259_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/009/ERR1995259/ERR1995259_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/009/ERR1995259/ERR1995259_2.fastq.gz
ERR1995258,ERP022986,ERX2055127,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726324,,Illumina HiSeq 2000,32123513,4926139973,32123513,5927426704,ena-RUN-BGI-01-06-2017-09:23:40:411-48,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995258/ERAS7_Dag8_wHAXPI002167-85.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995258/ERR1995258.1,,ERAS7_Dag8,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726324,ERS1726324,ERAS7_Dag8,2012-06-22,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995258/ERR1995258_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995258/ERR1995258_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/008/ERR1995258/ERR1995258_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/008/ERR1995258/ERR1995258_2.fastq.gz
ERR1995257,ERP022986,ERX2055126,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726323,,Illumina HiSeq 2000,37736477,5601140104,37736477,7033636149,ena-RUN-BGI-01-06-2017-09:23:40:410-47,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995257/ERAS7_Dag4opt_wHAXPI002166-84.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995257/ERR1995257.1,,ERAS7_Dag4opt,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726323,ERS1726323,ERAS7_Dag4opt,2012-06-18,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995257/ERR1995257_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995257/ERR1995257_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/007/ERR1995257/ERR1995257_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/007/ERR1995257/ERR1995257_2.fastq.gz
ERR1995256,ERP022986,ERX2055125,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726322,,Illumina HiSeq 2000,37845490,5852069955,37845490,6981155223,ena-RUN-BGI-01-06-2017-09:23:40:410-46,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995256/ERAS7_Dag42_wHAXPI002168-86.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995256/ERR1995256.1,,ERAS7_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726322,ERS1726322,ERAS7_Dag42,2012-07-25,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995256/ERR1995256_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995256/ERR1995256_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/006/ERR1995256/ERR1995256_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/006/ERR1995256/ERR1995256_2.fastq.gz
