Species	alien-11-0-0	alien-11-2-0	alien-11-7-0	alien-12-7-0	alien-13-7-0	alien-11-60-0	alien-11-376-0	alien-11-377-0	alien-11-378-0	alien-11-380-0	alien-11-392-1	alien-11-392-2	alien-11-392-3	alien-13-392-1	alien-13-392-2	alien-13-392-3	alien-11-600-0	alien-11-630-0	alien-11-632-0	alien-11-637-0	alien-11-773-0	bugkiller-11-0-0	bugkiller-11-2-0	bugkiller-11-7-0	bugkiller-12-7-0	bugkiller-13-7-0	bugkiller-11-60-0	bugkiller-11-392-1	bugkiller-11-392-2	bugkiller-11-392-3	bugkiller-13-392-1	bugkiller-13-392-2	bugkiller-13-392-3	bugkiller-11-600-0	bugkiller-11-773-0	peacemaker-11-0-0	peacemaker-11-2-0	peacemaker-11-7-0	peacemaker-12-7-0	peacemaker-13-7-0	peacemaker-11-60-0	peacemaker-11-392-1	peacemaker-11-392-2	peacemaker-11-392-3	peacemaker-13-392-1	peacemaker-13-392-2	peacemaker-13-392-3	peacemaker-11-600-0	peacemaker-11-773-0	scavenger-11-0-0	scavenger-11-2-0	scavenger-11-7-0	scavenger-12-7-0	scavenger-13-7-0	scavenger-11-60-0	scavenger-11-392-0	halbarad-11-0-0	halbarad-11-2-0	halbarad-11-7-0	halbarad-12-7-0	halbarad-13-7-0	halbarad-11-392-0	tigress-11-0-0	tigress-11-2-0	tigress-11-7-0	tigress-11-60-0	daisy-11-0-0	daisy-11-2-0	daisy-11-7-0	daisy-11-60-0
[Clostridium] symbiosum	6.86860032814714e-05	0	5.62873299249456e-05	0.000115091291853877	7.62041136356448e-05	6.29695415116755e-05	0	0	0	0	0.000513874017697988	0.000495605542209098	0.00149826262230646	0.00047082685590781	0.000602675982559634	0.00115873835201919	0.000948989909450546	0.00107517612051185	0.000660094442186191	0.000296163193804651	0.000527070629142409	0.000257403519993136	0	0	0	0	0	0	0	0	7.0784277432832e-05	7.01622180009735e-05	0	0	0.000179686209871256	4.44160664700154e-05	4.00752775053577e-05	0	0	0	6.57881347421945e-05	0.000101169021424708	0	8.54176556050844e-05	0.000118399789578218	0.000103315452119544	0.000127254475194901	7.40886282863856e-05	0	0.000112887461572119	0	4.54540016895098e-05	5.06099160369991e-05	0	0	0	9.13556628425369e-05	0.00012805181423569	0.000128973822920155	0.000143783199583576	0.000132751978004472	0	0	0	0	0.000117865208505659	0.000137579626007708	0.000122017975751574	0.000118827902462924	0.000165069747362023
[Eubacterium] eligens	0.00390823358671572	0.00593489559871397	0.0117318877657851	0.011023188175338	0.0133357198862378	0.00329330702106063	0.000145968768360134	0	8.2218537016955e-05	9.85936629910937e-05	0	0	8.81330954297919e-05	0.00012484045421798	0.000152190904686776	0	0.0116690611087993	0.00274379360624127	0.000369652887624267	0.0178344090523819	0.00782638596994019	0.0222098595093025	0.00096678814754567	0.0759911048229038	0.0644197572281805	0.0642842157256015	0.00944337057518608	0.180829096799424	0.0914312660955164	0.202450511022251	0.158811604848302	0.116380409738815	0.19550377885934	0.0493020896859959	0.00408755568577877	0.0188279705766395	0.0110687916469798	0.0427845405744866	0.0555381163681995	0.0702004786161418	0.0175128014683722	0.0173133918664817	0.0254565760116398	0.0434007108129434	0.0246863561270584	0.0292072783141951	0.0476727077698897	0.00446013542284041	0.0486029644196769	0.0114235055644636	0.0287638745964607	0.0167952536242739	0.0116959515961505	0.0142105018552133	0.0183779065724452	0.000605216124599416	0.00457116668519509	0.00109377591326319	0.0175797652688325	0.0224517466149755	0.0249049266389625	0.0107028473920749	0.0847935923888042	0.0720090660534889	0.10502348863281	0.18372121510611	0.104110255171651	0.0141931309394231	0.0037430789275821	0.0146461884932122
[Eubacterium] hallii	0.00390136498638757	0.00431429680054115	0.00117801340485779	0.000291564606029822	0.000204481038255647	0.00709666732836583	0.000291937536720268	0.000125578408168098	0.000271321172155951	0.000212592585824546	0	0.000247802771104549	7.34442461914932e-05	8.02545777115585e-05	0	0	0.00332146468307691	0.00314873006721327	0.0124009742538712	0.00548844245973437	0.000619682522635132	0.0018871742281602	0.000262838385266553	0.00489315485422356	0.000731375756602792	0.00133478534691646	0.00189826129328614	0.006839065970823	0.00349747942464918	0.00658212163368595	0.00175545008033423	0.00137985695401915	0.00329884537201737	0.0017711742675398	0.00669459479063193	0.00602814854131049	0.0102873237356253	0.00334550921684406	0.000392020585436519	0.000488926568872322	0.00198680166921427	0.00205710343563573	0.00208213474681377	0.00287857499389134	0.000520959074144157	0.000888512888228078	0.000849423621925963	0.00338585031268782	0.00280382529294379	0.00287016371047113	0.00652939953339657	0.00444540136523406	0.000303659496221994	0.000446073013802224	0.00583044246443069	0.00780178604256338	0.00191313983936079	0.00468189445799243	0.00125974431689454	0.00104602277697052	0.00111511661523757	0.0428580504833606	0.00178268581742464	0.00151480541963717	0.00140981638853798	0.00143559823959892	0.000737927084950435	0.000601955347041097	0.000505018585467426	0.000780329714802291
[Eubacterium] rectale	0.107795813549941	0.136692398629667	0.0385407389043235	0.0761597441961055	0.0465194362031597	0.140239465900653	0.000788231349144725	0.00119299487759693	0.000566394366116801	9.85936629910937e-05	0.000162618360031009	0.000355642865937084	0.000122407076985822	0.000142674804820549	0.000164366177061718	0.000165534050288456	0.0798967492283703	0.064042795801657	0.13127078140276	0.0835563872484725	0.0187968095299973	0.000426747941041252	0.00172273419908404	0.000577638234885493	0.000641082453318496	0.00104875991543436	0.000642340942677632	0.0133200199304024	0.00884305877255048	0.0129765656647821	0.0274784564994254	0.0186444400634587	0.0432085822977861	0.00927883832696224	0.0140189469644317	0.0268868216769591	0.0360677497548219	0.0315837057581223	0.0215723327871639	0.0194277986072321	0.0187057596450306	0.0199640202278091	0.00837811362408398	0.010668665185075	0.0221407606511267	0.0236592385353756	0.0344732373302986	0.0223154948398593	0.0361803221075238	0.110428278776434	0.17407896905778	0.103062403430795	0.105278747340165	0.116452743892892	0.196468653212331	0.132366268414661	0.00144418077010244	0.00112045337456229	0.00098080093243932	0.00222684230355064	0.00195882918655488	0.00801401216169535	0.0133786326107677	0.0167904221776625	0.0177950157486572	0.00277926161656343	0.0156027803131469	0.0208113859441884	0.022838722853374	0.0192606382490142
[Eubacterium] siraeum	0	0	7.23694241892158e-05	0.00010230337053678	0.000115576239014061	0	0	0.00020929734694683	0	0	0	0	0	5.35030518077057e-05	0	0	0.00057408031559354	0.000286248187928479	0	0.000269239267095137	0.000447397161946464	0	0	0	0	8.93829473381557e-05	0	0	0	0	0	0	0	0.00040974927084876	6.84518894747641e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000189337605620763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000338838054392524	0.000208861687190812	0	0	0	0	0
[Ruminococcus] gnavus	0.000236585122413957	0.000186555417207081	0	0	0	0.000264472074349037	0.000145968768360134	0.000125578408168098	0	0	0.00498913128575136	0.00502833123032981	0.00676421507423653	0.00378801606798556	0.00297685409567334	0.00223802035989993	5.85796240401572e-05	0	0.000132018888437238	0	0.000143003659069646	0.00107161149639248	7.71373521977928e-05	0.00112173618516473	0.000245798436718359	0.000393284968287885	0.000255658086637863	0.000139751028777992	0.000322920685514484	0.000268110860842605	0.00033268610393431	0.000233874060003245	0.000389509444470716	0.000528708736579045	0.000554460304745589	0.000695555600920442	0.00222818542929789	0.000179892952660771	0.000182009557524098	0	0.00036402767890681	0.000512589708551855	0.000446171731460094	0.000195240355668764	0.00104191814828831	0.000557903441445537	0.000540831519578328	0.000281536787488265	0.000404110051118233	0.00013758159379102	0.000359548432455758	0.000386359014360834	0.000164482227120247	6.92182262796555e-05	0.00279170924733332	0.000256758355890661	7.99362049872198e-05	8.00323838973065e-05	8.56968923057509e-05	0.000116823849661656	0.000126430455242355	0.000857394314242515	7.07415006914538e-05	0.00015945320206707	0.000130538554494258	7.07191251033951e-05	0.00026890563265143	0.00126898694781637	0.00253103432246028	0.000907883610491127
[Ruminococcus] torques Cluster1608	0.0019094708912249	0.00191259858162738	0.000502565445758443	0.00045013483036183	0.000346728717042184	0.00187019538289676	0.000291937536720268	0	0	0	0	0.000103251154626895	0.000146888492382986	0	0	0	5.85796240401572e-05	0.00235282047150969	0.00350290117320139	0.000926856176975009	0.00226762945096153	0.00285446956118704	0.000352627895761339	0.00130434440135434	0.000844242385708161	0.000768693347108139	0.000347535211523345	0	0.000447120949173901	0	0.000198195976811929	0.0012395325180172	0	0.000280876516307618	0.00208093744003283	0.0011565943708792	0.00265699089860521	0.000324806720081947	0.000145607646019279	8.03714907735323e-05	0.00249117736890443	0.000829585975682607	0.000798702482243378	0.00207564903120355	0.00137343755910732	0.00135343242276603	0.00327362137438882	0.000288122443335944	0.000177387128062873	0.00161605456706837	0.000755051708157093	0.0024386071906422	0.000460550235936691	0.000415309357677933	0.000294398429718787	0.000429153251988677	0.000175859650971884	0.000148631570094998	0.000134972605381558	8.98644997397353e-05	0.00015733567763493	0.000513270065668989	0.00113752333111858	0.00105239113364266	0.000986871471976588	0.000855701413751081	0.00113815872424559	0.00292843141803777	0.00261421385418432	0.00148562772625821
[Ruminococcus] torques Cluster1610	0.017629407508911	0.0140322118160109	0.0040160563176608	0.000721807114342833	0.000632211905717942	0.0197724360346661	0.000166821449554439	0.000125578408168098	0	0.000123242078738867	0	0	7.34442461914932e-05	5.35030518077057e-05	0	0	0.0102839784426054	0.0093942155984116	0.0158324874355473	0.00989454306574629	0.00171604390883575	0.022285725809932	0.000977073127838709	0.00734159563048014	0.00165537722687875	0.0018869733326944	0.00796801036688007	0.000611410750903717	0.000850081804602231	0.000849017726001582	0.00173814725696176	0.000670438972009303	0.00130835223655548	0.0188719646251131	0.0174932606435508	0.00424025381233747	0.00746290723321994	0.00155463045509308	0.000364019115048197	0.000284170628092132	0.0025389346815321	0.00208333244119029	0.000929524440541862	0.000692832095463462	0.000769598632258414	0.000355864335078429	0.000731713232370679	0.00107840114505739	0.00409099064095002	0.024447190896712	0.0562173949057492	0.0207143986588361	0.00289601186211717	0.00360703868057316	0.0329327694240978	0.0141217095739864	0.00347574461685171	0.00448181349824917	0.00147636701688963	0.00357061612299215	0.00360560927913382	0.00520398816581058	0.000408728670661733	0.0010984553920176	0.00410761318141931	0.00278947660130059	0.00227214836891518	0.00598701534354388	0.00211249604378531	0.00293457328643597
butyrate-producing bacterium SS3/4	0.00401126259163793	0.00252579812688196	0.00466380733663835	0.00534023594201989	0.0038184611274261	0.00386632984881688	0	0	0	0	0	0	0	0	0	0	0.00852333529784286	0.0155760904211814	0.015631036390969	0.0159928124654511	0.0113871770807744	0.00201994025426192	0.00075080356139185	0.000719252769889678	0.000916477028335597	0.000761410292139845	0.00078614861641143	0.000698755143889962	0.000804817708513021	0.00058984389385373	0.000594587930435788	0.000930818758812916	0.000699119515716669	0.000753409949625139	0.000794041917907264	0.00293945527898562	0.00169919176622717	0.00572909083959927	0.00683235877475077	0.00808939054635603	0.00147804009387464	0.00414118527698472	0.00488310172764658	0.00333128856859829	0.00482479142531237	0.00510378333470547	0.00368401705689238	0.00153363460552818	0.004155847809648	0.00367025359436352	0.00724849639830809	0.00670673794928718	0.0137861411284785	0.0107495905412305	0.00447011868573009	0.00619521232999038	0	8.00323838973065e-05	0.000749847807675321	0.000718915997917882	0.00097351450536613	0.000116652287652043	0.00219015686140741	0.00306150147968775	0.00198940757049249	0.00188112872775031	0.00303300539153357	0.00217680068740807	0.00370743055684322	0.0022059320783834
motu_linkage_group_101	0	0	0	0	0	0	0	0	8.2218537016955e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_103	0.000254138212141444	7.29999458636404e-05	0.000892556231666994	0.00114579775001193	0.00129356482896507	0.000151126899628021	0	0	0	7.39452472433203e-05	0	0.000232315097910515	0	0	0	0	0.000136685789427033	0	0	0	0	0.000213373970520626	0	5.85624016934601e-05	0	0	0.000127829043318932	0	0	0	0	0	0	0.000740192231210663	0	3.33120498525116e-05	0	0.00012492566156998	0	0	0	0	0	0	0	0	0	0	0	0.000377820222949186	0	0	0	0	4.83412856681095e-05	0.00757070352226178	0.0430536400061166	0.0297800500481878	0.050887671620078	0.0666489048769721	0.0692847323425119	0.00442695431639503	0.0132201716492189	0.0158018123248467	0.00698642343653267	0.00323186401722516	0	0	0.000118827902462924	0
motu_linkage_group_104	0.0258396744344895	0.0306745772519017	0.0128656754114161	0.0262970813964792	0.0156828065862157	0.0540152727087153	0.000273691440675252	0.000125578408168098	9.13539300188389e-05	7.39452472433203e-05	0.000130094688024807	0.000271034280895601	0.00011016636928724	0	0.000146103268499305	0	0.035792150288536	0.0531234746816535	0.0589948406129871	0.039879047143964	0.0448377758465798	0	0.000869080834761799	0	4.51466516421476e-05	0	0	0.0138702896062157	0.0104228861262983	0.0111802228971366	0.0679175141968023	0.0311286373864319	0.0702734962355089	0.000429575848470474	0.000287497935794009	0.0158272211259253	0.0335269771609822	0.0252174940445161	0.0215611321990086	0.014527146957316	0.0597487839728611	0.023808443041948	0.0071387477033615	0.00433921690473829	0.0342175391881049	0.0232356451816854	0.0100308340072381	0.0248715525157397	0.0554179561459424	0.0259013225110879	0.0485534203188256	0.0223383691303096	0.0348145612418517	0.0319165241375491	0.0464675774356136	0.000235798490103668	0.0012256884764707	0.00150460881726936	0.000806836241058645	0.000442133338719498	0.000368755494456867	0.00209390856335417	0.00528014561161011	0.0107312004991138	0.0178655065680841	0.00741136431083581	0	0	0	0
motu_linkage_group_111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000608015047065902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0265717174646153	0.00260416034383714	0	0.00336818323136016	0.000925437965122137	0	0	0	0	0	0	0	0	0	0	0	0	0.000242324837598729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_115	0.00964351486071858	0.0111543917279643	0.0133963845221371	0.0129260308673221	0.0138424772419149	0.0099365936505424	0	0	0.000123327805525432	0	0	0	0	5.35030518077057e-05	0.00023335938718639	0	0.0265365696901912	0.0112823676022542	0.0275743451649245	0.0782315076434985	0.00359143475206339	0.00018966575157389	0.00175873163010968	5.59004743437574e-05	4.51466516421476e-05	0	0	0.0329288361558145	0.0126783629143533	0.0321330866719862	0.0265582608927986	0.018087819800651	0.037716499130749	0.000224701213046094	0	0.0508022085070743	0.0427563135704661	0.0231012533375206	0.0271950280411391	0.0348410412503263	0.0364422407715263	0.0593255141634489	0.0664052260323106	0.0896458295575361	0.0741005083075275	0.0694693100051813	0.0847801127367227	0.081808663353827	0.00309318804559635	6.80348540724825e-05	0	0	0	0	0	0.00698749525673871	0	0	0	0	0	5.83261438260215e-05	5.6593200553163e-05	0	0	0	0.0179729020520979	0.0106009217332967	0.024383485585392	0.0626814849755609
motu_linkage_group_120	0	0	0	0	0	0	0	0	8.2218537016955e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.93602109275335e-05	0	0	0	0	0.000165221480180952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_126	0.00534377105529847	0.00711019472711858	0.00578955393513726	0.0201281881531114	0.00849040832757143	0.00607026380172552	0.000145968768360134	0	0.000154159756906791	0.000273597414800285	0	0.000154876731940343	0	7.13374024102743e-05	9.13145428120657e-05	0	0.00698269118558673	0.00917390533995174	0.000563280590665549	0.0169075528754069	0.018110391966463	9.48328757869448e-05	5.14249014651952e-05	3.72669828958383e-05	0	0	9.58717824891987e-05	0.000235829861062862	0.000804817708513021	0.000268110860842605	0.0018545480687402	0.0152672986370118	0.00133931324368008	0.00145394902559237	6.84518894747641e-05	0.00602015364934589	0.0048290709393956	0.0137268316933094	0.0181225516353225	0.0122365594702703	0.00535954004366411	0.00397931484270519	0.00391639630948305	0.0108907510896483	0.00666590815325365	0.00969098940881322	0.0214264722609414	0.0290279245626059	0.00579723307900478	0.0135920031466006	0.00235863771690977	0.0200406693449049	0.0586012217792412	0.0573126913595547	0.016516767074223	0.0146132184266913	0.00688517178956587	0.00412967100910102	0.00621773802124376	0.00758096919804407	0.00541628070258247	0.0640246080778238	0.0152914827894647	0.0243644492758483	0.0276558981551534	0.0393551931200394	0	0	0	0
motu_linkage_group_127	0.0177072516459633	0.0133735900822189	0.0150850044198854	0.0120666825548131	0.0139936154006256	0.0223164055117378	0.000328429728810302	0.000161457953358983	0.000292332576060284	0.000221835741729961	0.00011925346402274	0.000172085257711492	0	9.3630340663485e-05	0.00031960089984223	0.000151345417406589	0.000527216616361414	0.000565514712736751	0.000117350123055323	0.000181736505289217	0.00652096685357585	0.000512097529249502	0.00117763024355297	0.000484470777645897	0.000749434417259651	0.000609128233711876	0.000372834709680217	0.000515331918618847	0.000884305877255048	0.000361949662137516	0.000799862334991001	0.00166518330722311	0.000871901910315217	0.000422966989263236	0.000219046046319245	0.00779501966548771	0.00707729400744617	0.0128748386814021	0.0116430113874646	0.0133034910102889	0.0110743360149361	0.00372976458985758	0.00376767239899635	0.00289565852501236	0.00243903566531128	0.00550671359797169	0.00439982347986369	0.00632716885565733	0.00429055116002075	0.0229359100049153	0.0149284509155631	0.0416926830497029	0.0226783033761793	0.032352598963111	0.00666287940363553	0.0149213284537601	0.082163760566197	0.0617689938919412	0.0443489987371492	0.0362171906851081	0.0399966959507697	0.0112277826865091	0.0152122523086902	0.0140797177425223	0.0186800671481283	0.00656980672210541	0.0147272736021888	0.00362149352030671	0.00185371527842161	0.00251356206210353
motu_linkage_group_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103315452119544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_131	0.0176179598416974	0.0110521918037552	0.0280592339675854	0.0234377021899762	0.0266981112122482	0.00409931715241008	0	0.00041859469389366	0	0	0	0	7.34442461914932e-05	7.13374024102743e-05	0.000136971814218099	0	0.000167370354400449	0	0	0	0	0	0.000128562253662988	9.52378451782533e-05	0	8.93829473381557e-05	9.58717824891987e-05	0	9.93602109275335e-05	0	0	0	0	0.000660885920723806	0	0.00801354671252018	0.00267702853735789	0.0127174323478239	0.0113013934487271	0.0149973201783411	0.00438587564947964	0.00810701091683328	0.0139056856305063	0.00854176556050844	0.00869054455504117	0.0105588392066174	0.0134189844093023	0.00657907019183104	0.0020305282815447	0.0443891137567443	0.0134039655619507	0.0349859451004157	0.0492232043375853	0.0464731171241607	0.00449380591570746	0.011444086719698	0.039094133319083	0.0407284801653393	0.0226873952690245	0.0185749920962033	0.022561936172849	0.001627299412746	0.00773063119556207	0.00751024581735901	0.0106989399263494	0.00626571448416081	0	0	0	0
motu_linkage_group_134	0	0	0	0	0	0	0.000262743783048241	0	0.000292332576060284	0	9.1066281617365e-05	0.000526580888597167	0	0	0	0.000132427240230765	0	0	0	0	0	9.48328757869448e-05	0	0	0	0	0	0	0.000255497685242229	0	0	0	0	0.000176236245526348	0	0	0	0	0	0	0	6.74460142831388e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000558086207234746	0	0	0	0	0	0
motu_linkage_group_135	0.00579023007662804	0.00337259749890019	0.00534327581930376	0.0052890842567515	0.00626778834653179	0.00146719031722204	0	0.000125578408168098	0	0	0	0	0	5.35030518077057e-05	0	0	0	0	0	0	0	9.48328757869448e-05	0.000303406918644652	8.69562934236226e-05	0	0	9.58717824891987e-05	0	0	0	0.000141568554865664	0	0	0.00030841342967111	0.00145802524581248	0.00224389967806518	0.00306175120140933	0.00526936440502174	0.00742038965290555	0.00749263222736255	0.00190785590752364	0.00273830817989544	0.00292490357290506	0.00574006645666167	0.00298367469737108	0.00267587020989619	0.00418985359579211	0.00339325917551646	0.00128217633502946	0.00602289884818997	0.00194955150042678	0.0065749213443876	0.0052128213518109	0.00523289790674195	0.000937337529104643	0.00417048929496688	0.00323475176181616	0.00340137631563553	0.00123874857827963	0.00133179188614288	0.00176412628548165	0.00202391719076295	0	0	0	0	0	0	0	0
motu_linkage_group_14	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35030518077057e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103315452119544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72669828958383e-05	0	0	0	0	0	0	0	0	0	0.000132177184144761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132177184144761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000364464461867589	0	0	0	0	0	0
motu_linkage_group_145	0.000570093827236212	0.00061319954525458	0.00780785676530317	0.0119183426675348	0.011944359778107	0.00481716992564318	0	0	0	0	0	0	0	0	0	0	0.0204560047148229	0.0154224938325368	0.000906529700602369	0.0244617336119287	0	0	0	0	0	0	9.58717824891987e-05	0	0	0	0	0	0	0.000132177184144761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.12872824584197e-05	9.48328757869448e-05	0	0	0	0	0	0	0	0	0	0	0	0.000231310072253332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444369810743436	0.0162323359704278	0.00133932556911108	0.00122344086428874	0	0	0.000148534878078655	0
motu_linkage_group_158	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35030518077057e-05	9.13145428120657e-05	0	0.000278253214190746	0	0	0	6.12872824584197e-05	0.0259525970070272	0.00447968030541256	0.0267866791503531	0.0214797735924085	0.0218557858639446	0.0175019265144171	0.00526007344428277	0.0165379551077161	0.00472173016039476	0.00594587930435788	0.0137569919295242	0.00440445294901501	0.0344688723541949	0.0541834734020244	9.66049445722836e-05	0	0	0	0	0	0.0139478357537531	0.0145997305461108	0.0103953286871388	0.014882853549982	0.0142368693020732	0.00777842979628831	0.00740145396580992	0.00564257367672496	0	0	0	0	0	0	0	0	0	0	0	0	5.83261438260215e-05	0	0	0	0	0	0	0	0
motu_linkage_group_161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478359606201211	0	0	0	0	0	0
motu_linkage_group_164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.81810025342648e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_168	0	0.000116799913381825	0	0	0	0	0	0	0.00016443707403391	0	6.50473440124036e-05	0.000103251154626895	0	0	0	8.828482682051e-05	0	0	0	0	0	0.015457758753272	0.00137561611419397	0.0119627015095641	0.0101467099565727	0.0108153366279168	0.0190465274545208	0.0116168042671706	0.00510711484167522	0.0146567270593957	0.00653574828296482	0.00327423684004543	0.00489883032084323	0.00876775321493583	0.00609221816325401	9.32737395870324e-05	0	0	0	0	0	0	0	0	0.000269688409594829	0	0	0	0	0.00820092130989704	0	0	0	0.000138436452559311	0	0	0	0.00144858614854125	0	0	0	0	0	0.000239179803100605	0	0	0	0	0	0
motu_linkage_group_171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000191743564978397	0	0	0	0	0	0	0	0	3.55328531760123e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_174	0	0	0	0	0	0	0	0	0	0	6.50473440124036e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165058943072568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_177	0	0	0	0	0	0	0	0	0	0	0.0304291475290024	0.0220957470901556	0.0397847481619319	0.0241512775859983	0.0233217342342016	0.0285579343557645	0.00400098832194273	6.9816631202068e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6774812000649e-05	0	0.000290789805118475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.78694360602357e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_18	0	0	0	0	0	0	0.000145968768360134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136971814218099	0	0.000344155291235923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111285923567179	0.0148999325135747	0.0106961886518811	0.0105704701028998	0.0140623809829379	0.0110075121043589	0.0100925175865676	0.0131820809541723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_185	0	0	0	0	0	0	0	0	8.2218537016955e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
