Species	158458797-stool1	158499257-stool1	158742018-stool1	158802708-stool1	158944319-stool1	159247771-stool1	159146620-stool1	159166850-stool1	159733294-stool1	158337416-stool1	158883629-stool1	159369152-stool1	159591683-stool1	159207311-stool1	159227541-stool1	159268001-stool1	159571453-stool1	763496533-stool1	763678604-stool1	763536994-stool1	763820215-stool1	763577454-stool1	763840445-stool1	763961826-stool1	763860675-stool1	764062976-stool1	763577454-stool2	763901136-stool1	763759525-stool1	764143897-stool1	763982056-stool1	764042746-stool1	764285508-stool1	764487809-stool1	764224817-stool1	763435843-stool1	764002286-stool1	764325968-stool1	764447348-stool1	764508039-stool1	764588959-stool1	764649650-stool1	764669880-stool1	765074482-stool1	159753524-stool1	159915365-stool1	160421117-stool1	159611913-stool1	159490532-stool1	159551223-stool1	159814214-stool1	159510762-stool1	159632143-stool1	160319967-stool1	160502038-stool1	160582958-stool1	160603188-stool1	160158126-stool1	160178356-stool1	160218816-stool1	765094712-stool1	765013792-stool1	765135172-stool1	763961826-stool2	763496533-stool2	765034022-stool1	765560005-stool1	763597684-stool1	765620695-stool1	763678604-stool2	764669880-stool2	764892411-stool1	160643649-stool1	160400887-stool1	160704339-stool1	160765029-stool1	158479027-stool1	158256496-stool1	158337416-stool2	638754422-stool1	158499257-stool2	158924089-stool1	246515023-stool1	158802708-stool2	159005010-stool1	159268001-stool2	159369152-stool2	159247771-stool2	159510762-stool2	159207311-stool2	158944319-stool2	159551223-stool2	159713063-stool1	159571453-stool2	159591683-stool2	159611913-stool2	764811490-stool1	764447348-stool2	550534656-stool1	763759525-stool2	159814214-stool2	604812005-stool1	604812005-stool2	404239096-stool1	765074482-stool2	764224817-stool2	861967750-stool1	764184357-stool1	823052294-stool1	686765762-stool1	765701615-stool1	159227541-stool2	763982056-stool2	763536994-stool2	765640925-stool1	763860675-stool2	764487809-stool2	764143897-stool2	159490532-stool2	706846339-stool1	508703490-stool1	675950834-stool1	338793263-stool1	737052003-stool1	638754422-stool2	764325968-stool2	765094712-stool2	246515023-stool2	763820215-stool2	160158126-stool2	763536994-stool3	809635352-stool1	763901136-stool2	763840445-stool2	764042746-stool2	686765762-stool2	764062976-stool2	159753524-stool2	159227541-stool3
Victivallis vadensis	0.00010751881309279	0	0	3.83918526580606e-05	0	0	0	4.90849920397748e-05	0	0	0	0	0	0	6.53539911805048e-05	0	4.01198034645456e-05	0	0	0	0	0.000233519541471711	0	0	0	0	0.000100042993271212	0	0	0	0	0	0	4.03125454889567e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11005838715936e-05	0	0	0	0	0.000156107873593942	0.000294879377679407	0	0	0	0	0	0	0	0	0	0	8.75536282269118e-05	0	0	0	0	0	0	0	0	0	0	0.000232068283354473	0	0	5.64986079054896e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000123322792746547	0	0	0	0	0	0	0	0	0	0.000103752894119982	0	0	0.000219196008961008	0	0	0	0	0.00700978285083444	0	0	0	0	0.000114256103899805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000394288883962001
Weissella cibaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.60714705510251e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Bacteroides] pectinophilus	0	0	0	0	0	0	0	0.00152752495227779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.83680595136565e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00570451202403664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Clostridium] bartlettii	0	0	0	0	0	0.000144474258024711	0	0.000111259315290156	0	5.43001695744148e-05	0	6.11381034528523e-05	0	3.92780277226836e-05	0	0.000187343510015894	0	0	0.000214002126562949	0.000121357089296472	5.25608048721639e-05	0	9.77982318782949e-05	0.000120631329048561	6.59965399968891e-05	6.73527385797374e-05	0	0	0.000227141560205922	0	0	0	0.000128833507591589	0	3.71847751026211e-05	4.26515643649979e-05	0.00261167655101498	0	0	0	0	0	0	2.84340628694401e-05	0	0	0	0	0	9.79427857538878e-05	0	0	0	0	0.00161474081748734	4.91465629465679e-05	0.000107877560578484	0	5.5643588390245e-05	0	0	3.46551832126699e-05	0	0	0	0	0	0	8.05462663123449e-05	6.71966411127698e-05	0	0	0	0	0.000164163584740131	6.91072058265376e-05	0	0	5.49336373866564e-05	0	3.76657386036598e-05	0	0	0	6.41773746743647e-05	0.000426136498294134	0	0	0	5.41397568411323e-05	0	5.89551909537194e-05	0	0	0	0	0	0	8.10720739423641e-05	0	0.000138242199066568	0	0	0	0	0	0.000123798410376649	0	0	0	0	0	0	0	7.24075287842888e-05	0	5.07804906221357e-05	0	0	0	0	4.94213782697818e-05	0.000101315049571937	0	0	0	0	0	0	8.05242795850991e-05	0	7.51949450817263e-05	4.63872530479325e-05	0.000120944678900995	5.17297451581183e-05	0	0	0	0
[Clostridium] difficile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34550665488583e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.04087695015371e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Clostridium] hiranonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221114971025732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Ruminococcus] gnavus	0	0	0	0	7.25796488624604e-05	0.00015938772982081	0.000419467928236805	0	0.000103530530398375	0.0178864758578122	0.00319175172087697	0.000632342669998073	0.00108333352402717	0	0	0.000113130138898487	0	0.000160442757277337	0.000134742079687783	0.00513340487724077	0.00103019177549441	0.000121031469665216	0	7.53945806553504e-05	0	5.38821908637899e-05	0.000293876292734185	0.000129846235094941	8.16776158274721e-05	0.000958938771401114	0.000129653865429523	0.000508027844782494	0.00241096360586054	0	0	0.000132693755802216	5.17163673468314e-05	4.90259831905201e-05	0.000107965621847707	6.46013436112315e-05	0	0	0.00546897791019652	4.46820987948345e-05	0.000629377042113837	0	0.000550925940025426	0	0	0	0.00128829203862692	0	0	0.000339818797576388	0.00393684543719723	4.91465629465679e-05	0	0.000185127667390568	0	0.000116865359369471	0	0.00119560382083711	0.000202756826126153	0	0.000267641044995034	0.000150778952214376	0.000488549245506168	0	9.81897341712395e-05	5.37573128902159e-05	0.000307669275395122	0.00124427649515061	4.03732877776224e-05	0	4.34550665488583e-05	6.91072058265376e-05	6.41761273297342e-05	0	4.12002280399923e-05	0	0	0.0292451501333682	0.00235411184514555	0	0	0	0.000778514137417052	0.000320700217228905	0	0	0	0	0.00161999014880191	0	0.00217921479086107	0	0.0115808270066573	9.76969396274275e-05	5.79086242445458e-05	0.000506887144694992	0.0016131434539354	0	0	0.000342384550595939	0	0	0.00026620703930665	0	6.43109775762668e-05	0.00170629050389535	8.43191960513253e-05	8.62946752470148e-05	8.66678049038377e-05	0.00241438977630014	0	7.06543227281979e-05	0	0.000104979095361998	0.00015582065160448	0	0.000168328953428314	0	0.00312629295821976	0.000714812082572025	5.22263614022664e-05	0	4.58432911953234e-05	0.0338522572126548	0.000622820323411636	0.000354306830174436	0.000286737279171684	5.01299633878175e-05	0.0003968687205212	0	6.30456269114567e-05	0.000459270498021446	4.43008162977068e-05	5.98940231503307e-05	0
[Ruminococcus] obeum	9.30451267149144e-05	7.05905453241548e-05	0.000314807216302819	0.00257225412809006	0.000127014385509306	0.000226498352903256	3.10716983879115e-05	6.34329127898628e-05	0.00173025398928285	0.000661657621851203	0	3.49360591159156e-05	0	8.83755623760381e-05	7.77712495048007e-05	0.000114035180009675	8.02396069290913e-05	4.8132827183201e-05	0.000535005316407373	0.000333731995565298	0.00107224041939214	0.000473172804483016	0.00114348701888468	0.000130683939802607	0.000399719934556057	0.000388721519803056	0.000783670113957828	0.00012532984430903	3.11152822199894e-05	0.000885174250524105	0.000144059850477248	0.000141632005212089	0.000862486388260935	0.00034796091895731	6.69325951847179e-05	7.10859406083298e-05	0.000617874494091091	6.86363764667282e-05	4.31862487390828e-05	0	0.000180681535347874	0.000402883114114633	5.40412836975941e-05	5.24936545281971e-05	0.000132966980728276	0.000103096069432599	5.29736480793678e-05	0.000297706897625254	6.23593779475068e-05	0.000132396967303674	0.000119721016709134	0	0.000119319087622713	0.00026139907505876	0.00272700941684418	7.72303132017495e-05	7.19183737189892e-05	0.000118166596206746	0.00011128717678049	0.00109575512391258	0.00010752871792158	0.000114362104601811	0.000409568788774829	0.000226058779249938	8.41638506273691e-05	0.000145752987140563	0.00301092319386653	0.000109513143292593	0.00152500930884706	0.000219916280005428	4.61503913092683e-05	0.00096011749685717	8.32699060413461e-05	0.00119168591038781	0.000651825998232874	0.00051702428062817	0.000234893015063079	8.63509891551529e-05	0.000288401596279946	0.000525253473827822	0.000204022750769824	0	7.02254113566786e-05	0.00122426648494418	9.74120865593036e-05	5.76726087916874e-05	0	6.98298860095197e-05	0.000438849986168258	0.000180465856137108	7.80994997672766e-05	9.5802185299794e-05	9.67158297792185e-05	9.06785240783435e-05	0	0.000111603362102012	0.000362679322301363	0.000101454514228482	5.06700462139776e-05	0.000244056773371663	0.000135858712875765	5.03210287551973e-05	6.45272277311969e-05	4.44655260514207e-05	0.000188188202072054	4.81078510625492e-05	0.00016312261131982	9.53657112228108e-05	0.000207081347795579	5.95217617637913e-05	7.94546270483642e-05	0.000163738614571259	8.66678049038377e-05	0.000526485056782971	0.00013321128693007	0.000230888233201075	0.000112015788137064	0.000326185046303352	4.03979467122726e-05	0.000154278592253158	0.000164321121203831	0.000366541888834215	0.0143915615653851	0.000711502767374932	0.00084365660726738	7.15836906313134e-05	0	5.80158649745584e-05	7.34891237063877e-05	0.000111495156348599	0.000211280100442294	0.00116881967267385	0.000221996139586534	0.00220662332525489	4.65567706423065e-05	0.000229635249010723	0.000375253973345281	6.38869580270195e-05	0.000258441453353244
[Ruminococcus] torques	4.96240675812877e-05	0.000625379942279179	0.000797213924594752	0.000484949717786028	0.000427837930136609	0.000243276008673868	7.25006295717935e-05	0.000340322611475772	0.00455568389848377	0.00599835873232036	0	0.000539568024123586	3.73241524212633e-05	0.00090752916685569	0.000434604041350357	0	7.02096560629548e-05	0.00360996203874007	0.00280830860822958	0.0130426934917577	0.00013140201218041	0.011055456597531	0.00178867818830039	0.000584638678064296	0.00477098873758887	0.00302023859315454	0.00531544219512045	0.0221274921067227	0.00070320537817176	0.0108666786281446	0.00122829977775338	0.00219578223183502	0.00458118859209076	0.00118179409670257	0.0016204733571037	0.00499023303070475	0.000815969351472228	0.000547026759810014	0.000323896865543121	0.000515272621661013	0.00450970810210928	0.00109816339138172	0.000634985083446731	0.000505827013151093	0.0230242824524225	0	0.000644605654523676	0.000308771198919883	0.000329997473731782	0.000570623186566129	0.00259358470872874	0.000250970926636806	0.00033042208880136	0.00122991374465283	0.0281353631388556	0.000218925598580166	8.56171115702252e-05	0.000463576646657234	0.00374666828494316	0.00200015176464709	0.000594062978640826	0.000655900305804503	0.00102445554253214	0.000616777656965881	0.00226710835532039	0.000597825319306122	0.00276761626910964	0.000538293436596088	0.0194365462999535	0.00182774863826734	0	0.00393337445917426	0.000380662427617582	0.00137275479429833	0.00044598620931723	0.00191802806346636	0.000266462283064978	0.000769773620429159	0.000146489699697751	0.00122559143893159	0.000389212632237817	0.000151745492973761	0.00192319065136448	0.000537994086281746	5.89384053131921e-05	6.05562392312717e-05	0.000804870084777525	0.000129314603721333	0.00103700852895924	0.00466551729129197	0.000376671271604856	0.00103171584169009	0.00201168925940774	0.000656915529989777	0.000691750750126542	0.000526942933218912	0.0198946093706039	0.00426464940511305	0.000275645051404038	0.00355196473245528	0.00173618152003748	0.000568097929894201	0.000298774507567886	0.000566350384444411	0.000261053755923124	0.000687942270194453	0.00141927403598988	0.00142937027990681	0.00195234588768372	0.00131365572454122	0.00548959241425062	0.000735775652106127	0.000351004609860543	0.00774247338293783	0.00138272973827541	0.000747448361493041	0.000554353689291648	0.0022156114336927	0.00195823731168437	0.00103716438233348	0	0.000546236286139693	0.00425523208202135	0.000286807317081368	0.000855932034092699	0.000534522953069347	0.00105466378691463	0.00346354713898114	0.00234681714783425	0.000357697326156966	0.000653647810743346	0.00322942500982572	0.000751473499376506	0.00229703954063092	0.0019582431160514	0.00608533409878416	0.00134301422039364	0.00593896524290648	0.000226136271684089
butyrate-producing bacterium	8.27067793021462e-05	5.27076071753689e-05	0.000140977497067727	0.000403114452909636	5.70268669633617e-05	0.000118841728375165	0	5.49751910845478e-05	0.00195672702452929	0.00218648682819644	0	0.000314424532043241	0.000403100846149644	0.00026316278574198	9.80309867707572e-05	0.000753446725063922	5.51647297637502e-05	0.000115518785239682	0.000237780140625499	0.00124997801975366	0.000982887051109464	0.000222128344326749	0.000139711759826136	0.000422209651669962	0.000230141780501972	0.000447222184169456	0.000395169823421288	0.000110087025406581	0.000197063454059933	0.00058642794097222	0.000691487282290792	5.13159439174236e-05	0.00186719735312914	8.06250909779134e-05	0.000609830311682985	0.000102363754475995	0.00102398407346726	0.000214488676458526	3.08473205279163e-05	0.000113052351319655	0.000220205621205222	0.000437658288175054	0.000399905499362196	0.00010425823052128	0.000447655501785194	8.24768555460794e-05	8.47578369269885e-05	0.000678370324026984	0.000321434248147603	0.00123791164428936	7.51190693076921e-05	5.64684584932814e-05	0.000176225114027392	0.000954285664426843	0.00125374135980135	0.000251193543949125	0.000170473182148715	0	8.34653825853675e-05	6.18335234759106e-05	0.00014337162389544	8.95258899660639e-05	0.00106244576890104	5.30261334043065e-05	0.000134662161003791	0.000379739583354725	0.000199622272357359	6.66601741781002e-05	0.000773244156598511	0.0001459127064163	0.000613800204413269	0.00733386644493756	8.97184172836053e-05	0.00110009874236331	0.000412823132214154	0.00215614482178797	0.000139048275881091	0.000100228826697945	0.000597403306579889	0.00148485116639788	0.000100441969609759	0.000132777306352041	0	0.00120361620688488	0.00033107375824077	0.000573265731389372	0.000324380890590438	0	0.000118354234283392	0.000407852834869864	4.25997271457873e-05	6.55057677263549e-05	0.000996173046725951	0.000409866928834113	0.00058378965039581	0.000579024502199851	0	7.32727047205706e-05	0.00038509235122623	0.000548189060188658	0.000125848070874393	6.13287537953967e-05	4.70511035539977e-05	5.92873680685609e-05	8.261921066578e-05	9.62157021250984e-05	0.000830905801410332	0.000155410788659395	0.00197627634091868	0.00082536842979124	0.000140748196485674	0.000143381921948886	0.000200574062777453	0.0125541571031196	0.000422377251241685	7.41870388646078e-05	0.000139646349210873	0.000209958190723997	0.000181790760205227	0.000635509124242817	0.000751869325313137	0.000177916961771214	0.000120613154252306	0.000178703020643006	0.000224573354029746	0.000510033795748108	0.00121586595648041	0.000596113012613588	0.000286607582454912	0.00135602886821307	0.000328657934021346	0.00134849601513229	9.27745060958649e-05	0.000336917319795628	0.000129324362895296	0.000516679310274127	6.64512244465602e-05	0.00045998609779454	0.000496340124516871
butyrate-producing bacterium SS3/4	0.000312631625762112	5.0197721119399e-05	5.80495576161227e-05	0.00100202735437538	0	0.000113848378443436	0.000348003021944609	0.000112194267519485	0	0	0	0	0	0.000227812560791565	4.57477938263534e-05	0.000452068035038353	5.61677248503639e-05	0.000428382161930489	0.000223513332187969	0.000764549662567774	7.35851268210294e-05	0.000734732215850016	0.000180926728974846	8.93565400359709e-05	4.0613255382701e-05	0	0.00105045142934773	0.000604631816463835	0.000133795713545954	0	0	0	0.00162330219565403	0.000290250327520488	0.000111554325307863	0.000450210957186089	0.000336156387754404	8.17099719842002e-05	5.65534209678466e-05	8.74809861402093e-05	0.000195738329960197	7.46393979833426e-05	0.000410713756101715	0.000176291189790529	0	0	8.94666056451546e-05	9.03155756840659e-05	0.000238099443072299	0.000344928941133257	6.43877736923075e-05	0	0.000245980888329901	0.000507400670353785	0.0001365943893947	6.55287505954238e-05	7.53430581817982e-05	0	0	0.00105178823432524	0.000209083618180849	0	0.000401007945005058	0.000241563496619619	0.000540331921027709	6.03115808857504e-05	0.0017493214919737	6.57078859755559e-05	0.000485425498309066	0.000494567278589986	5.19191902229269e-05	0.000178307535130617	0	6.00053859470895e-05	5.06975776403347e-05	0.000603536264218429	0.00013370026527028	6.93891877139621e-05	4.12002280399923e-05	0.00084848638079879	0.000196698857152445	0	0	0.00102218876393532	0	0.000395634096310975	0	0	6.01164364614053e-05	0.000559444154025034	9.58493860780213e-05	0.000343905280563363	6.04473936120116e-05	0.000159594202377885	0	5.74429069642709e-05	0.00207716339136235	4.50908952126589e-05	0.000344556314255048	0.000469339948791659	0.000221187518506509	0.000132092700482393	5.37726897759974e-05	0	0.000189335691109079	0.00020846735460438	0.000530148486789414	7.77053943296977e-05	0.0019087498144636	0.000599185735088833	0.000146297408533496	4.97853895655855e-05	0	0.0015671767202614	9.29229952731707e-05	0.000312645378072276	8.09314069290287e-05	7.87343215214987e-05	0.000638287558053906	0.000136477216223948	0	7.41320674046726e-05	0.00141841069400712	0.00150573841467718	0.000353978671726472	4.47398066445709e-05	0.000492051325496471	0	5.51168427797908e-05	3.86516542008475e-05	0.000184870087887007	0.000320831765682032	0.000170086594509086	0.000161259571867993	0	0.000516679310274127	7.19888264837735e-05	4.79152185202646e-05	0.000220337905743471
motu_linkage_group_10	0	0.00853863236240977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000572519226775628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076231039322402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118136730144382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_103	0	0.00100897419449992	0.0202738079974309	0.00137826751042437	0	0	0	0.0035733874204956	0	0.00239644748388417	0	0	0	0.0271882507896416	0	0	0.000361078231180911	0	0.0105669494493972	0	0	0	0	0	0.0165133496386062	0	0	0	0	0	0	0	0.00338654423576098	0.000197531472895888	0.000116866436036809	0	0	0	0	5.38344530093596e-05	0	0	0	4.62053521628402e-05	0	0.00030104052274319	0	0.00809227558129231	0	0.0148664373628434	0.0135852836842961	0.000502569280590204	0.00426978765862202	0	0.000312215747187885	0.00430032425782469	0.00134247630942113	0.00155586018338882	0.00409165853296268	0.00102581815446536	0	0	0	0	0	0	0	0.0101675811385654	0	0.0189064469434889	0	0	0	0	0.0142662983479902	0.0304532420342276	0	0.0194883388649536	0.0285064377808707	0.00011111131177127	0.0048814797230343	0	0	0.00252670902254141	0.000165027534876938	0	0	0	0.00107307839083608	0.00779251566800031	0	0.0208848763953551	0	0.00642366664570985	0	0.0183771347960096	0	0	0	0	0.0251162240842046	0.00410242186926746	0.0144352785703665	0	0.0004130960533289	0	0	0.00148417303169723	0	0	0.0102655378146487	0	0	0	0.00196405421827383	0.0448195696226323	0.000978793956741665	0	0	0.00850193719155097	0	0	0	0	0.000663274789808783	0	0	0	0	0.00204853767264492	0	0.00602562159921567	0	0	0	0	0	0	0
motu_linkage_group_104	0	0.00307586536159117	0.00128289522331631	0.0110397905198956	0.00136812638105738	0.00146385046598586	0.00138786919466005	0.00256419998415784	0	0.00481823504690307	0	0.000152845258632131	0	0.00159076012276869	0.000553548305298876	0.00285495218524221	0.000698084580283094	0.0149115498613557	0.00350012367000735	0	0.0167301041908098	0.00230102182328222	0.00376034201572044	0	0.00207533735005602	0.00987840165836149	0.0110747593551232	0.0156848606506207	0	0.000442587125262053	0	0.000889818467528126	0.0310266626558503	0.00834469691621404	0	0.000170606257459992	0.0207727408843106	0	0.000564505965660869	0.000215337812037438	4.89345824900493e-05	0.00119762306764182	0.00209139767909689	2.84340628694401e-05	0.00337292907780726	0	0	0.000553935530862271	0.0086112631911148	0	0.0012227715170641	0	4.89514205631644e-05	0.00707567907282342	0.00189768633837636	0	0.00946445798141897	0.000113790055606496	0.000799618973904261	0	0.00255679395946867	0.000358681146251134	0.00378749751203654	0	0.0222798545380771	0.000716200023018286	0.00252154449293506	0.000259974679294591	0	0.00315017853536665	0.0042642961569764	5.53750109101296e-05	0.000111026541388462	0.00145213033991957	5.06975776403347e-05	0.0108406170206562	0.00207146277658753	0.00536455520126387	0.00189521048983965	0	0	0	0.00082475844226677	0.00586566231541526	0	0.000662081548928571	0.000338797819061124	0	0	0.0169168693542925	0.000927727391174922	0	0	0.00188248615986641	0	0.00149811101362819	0	0.00219592659685649	0	3.75471959033327e-05	0.000274577609180494	0.000276765658153585	0.000359679547168338	0.00164967101650771	0.0086566572953145	0	0.000164255407231763	0	4.50176843033868e-05	0.00308719537681531	0.000694660453622841	0.00061733883061326	0	0.00551041956958008	0	0.00687289924338545	0.00879010292669168	0.00762673127804917	0.0168908303864757	0	5.61096511427714e-05	0.00164078975855675	0	0.0149779605820416	0.00112808940628895	0	0	0.000149874317850943	0.00722030640415259	0.000892209017802898	0	0.00663720715254704	0.000937022511568236	0	0.00414355258716528	0.0101269144813729	0.00687647115198848	0.0146333077360888	0.000375734112952024
motu_linkage_group_111	0	0	0	0	0	0	0	0	0	0.000459741435730045	0	0.019134479577787	0	0	0	0	0.00158473223684955	0	0	0	0	0.00883387338591764	0	0	0	0	0.00935401987085833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000680061040733681	0	0	0	0	0.00318889765029541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00466087613762686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0107922084853692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036281290940061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00521377790892998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0335722518625594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_115	0.00323052679954183	0.00130639569213236	0.000699497169274279	7.67837053161212e-05	0.000195965051928643	0.00276411878820825	0.00116518868954668	0	0.000683948566444267	0	0	0	0	0.00391994716672382	0.00152340153441757	0.00159649252013545	0.000513533484346184	0.00644017227711229	0.0118509622087749	0	0.00206563963147604	0	0.000885073998498569	0	0.000597014854125704	0.00300662625019948	0	0.0107919157829343	0.00267591427091909	0.000154905493841718	0	0	0.0127225310014067	0.00654675738740657	0.00174024747480267	0	0.000842976787753351	0.000174314606899627	0	7.17792706791461e-05	0	0	0.00196710272659242	0.000164917564642753	0	0.000177325239424071	0.00180957981839121	0.00157349802969573	0	0.00208490382196102	0.0156811057179807	0	0	0.00160133789542846	0	0.000344025940625975	0	4.72666384826983e-05	0.000106650211081303	0.00219014340151675	0.000991653731943457	0	0	0.00112945664151173	0.00889275245728782	0.0243658786778432	0	0.00127987534421952	0	0.00197826911435994	0.00443043756568976	0.00300409434187453	0.00095684692032965	0	0.00257253993969241	0.00208243046890633	4.75378720960994e-05	0	0	0	0.000485888027987211	0	0.00468637578453569	0	0	0	0	0.000595881693947901	0	0	5.6799636194383e-05	0.00808423055952877	0	0.000768953884184353	0	0.000896109348642627	0	0	0	0.00299626623308595	0.00530468686625093	0.00037363363850734	0	0	0.0024693964076772	0.00656672167003796	0	0.00193874958852596	4.50176843033868e-05	0	0.00268783652643609	0.00100765628480745	0	0	0.00116998498593947	0.00305226674185815	0.00775418091800012	0.000503899657737592	0.0314538413101754	0	0	0.00148264134809345	0	0	8.7043935670444e-05	0.000451872047110166	0.00476006173578108	0	0.0135256732181607	6.44194236680792e-05	0	0.00676253206101659	0.00245852441154042	0.00191265370776288	0	0	0.00675587448540028	0.000512692838166831	0.00356715472666798
motu_linkage_group_118	0	0.000331304959388033	0	0.00466077091268855	3.62898244312302e-05	0	0	0.000196339968159099	0	0	0	0	0	0	0	0	0.0377406991190981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000528023806457219	0	0	0	0	0	0	0	0	0	0	0.000174117806152834	0.0283896374786948	0	0	0	0	0	0.00130333157249425	0	0	0.00962781168123265	0	0	3.70957255934967e-05	0	0	0	0	0	0	0	0	0	0	0	0.0116206685316738	0	0	0	0	0	0	0.0201521620940838	0	0.00221818582408827	0.000451988863243917	0.00563355142665089	0	0.00142044412650752	0	0	0	0	0	0	0	0	0	0.0236344505157795	0	0	0	0	0	0	0	0	0	0	0	0.00165972086165795	0.00113676069763499	0	0	0	0.0105651952652311	0	0	0.0104578908063597	0	0	0	0	0	0	0	0	0	0	0.0175010537058995	0	0	0	0	0	0	0	0	0	0	0	0	0	0
